target_type,target_id,weights,signal,count,avg_5d_momentum,hit_rate
INDUSTRY,121,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,2,6.419153095071706,50.0
INDUSTRY,121,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,42,1.5442968908321286,76.19047619047619
INDUSTRY,122,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,1,,0.0
INDUSTRY,122,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,43,0.5488668355016519,62.7906976744186
INDUSTRY,123,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,3,5.079729294416994,100.0
INDUSTRY,123,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,41,1.2919825232364757,70.73170731707317
THEME,123,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,12,5.749670213411107,100.0
THEME,123,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,32,2.8303126288615728,81.25
INDUSTRY,124,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,11,6.224215200495568,100.0
INDUSTRY,124,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,33,2.5000751725407415,81.81818181818183
INDUSTRY,125,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,44,0.48337866080445985,59.09090909090909
INDUSTRY,126,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,7,5.168943681460832,100.0
INDUSTRY,126,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,37,1.9124882665271894,81.08108108108108
INDUSTRY,127,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,4,4.514767534580317,100.0
INDUSTRY,127,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,40,1.7537790720354487,72.5
THEME,127,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,5,7.104313604762713,100.0
THEME,127,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,39,2.003528245006737,71.7948717948718
INDUSTRY,128,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,3,6.580103021814998,66.66666666666666
INDUSTRY,128,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,41,0.14843573597021573,51.21951219512195
THEME,128,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,6,6.384181033869847,100.0
THEME,128,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,38,1.0045462648040882,55.26315789473685
INDUSTRY,129,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,6,6.166128071466271,100.0
INDUSTRY,129,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,38,-0.2823900922148282,44.73684210526316
INDUSTRY,130,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,7,5.582686196751891,100.0
INDUSTRY,130,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,37,2.4515856196644514,89.1891891891892
INDUSTRY,131,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,5,5.411231250931628,60.0
INDUSTRY,131,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",HOLD,39,1.1125787996667407,74.35897435897436
INDUSTRY,132,"{'price_momentum_3d': 0.2, 'price_momentum_5d': 0.4, 'price_momentum_10d': 0.3, 'rsi_value': 0.1}",BUY,17,9.932000888223808,88.23529411764706
