date,STRONG_BUY_count_5d,STRONG_BUY_hit_rate_5d,STRONG_BUY_avg_return_5d,STRONG_BUY_count_10d,STRONG_BUY_hit_rate_10d,STRONG_BUY_avg_return_10d,STRONG_BUY_count_20d,STRONG_BUY_hit_rate_20d,STRONG_BUY_avg_return_20d,BUY_count_5d,BUY_hit_rate_5d,BUY_avg_return_5d,BUY_count_10d,BUY_hit_rate_10d,BUY_avg_return_10d,BUY_count_20d,BUY_hit_rate_20d,BUY_avg_return_20d,HOLD_count_5d,HOLD_hit_rate_5d,HOLD_avg_return_5d,HOLD_count_10d,HOLD_hit_rate_10d,HOLD_avg_return_10d,HOLD_count_20d,HOLD_hit_rate_20d,HOLD_avg_return_20d,SELL_count_5d,SELL_hit_rate_5d,SELL_avg_return_5d,SELL_count_10d,SELL_hit_rate_10d,SELL_avg_return_10d,SELL_count_20d,SELL_hit_rate_20d,SELL_avg_return_20d,idx_momentum_3d,idx_momentum_5d,idx_momentum_10d
2025-03-14,3,100.0,8.181267995677066,3,100.0,42.37014189753662,3,0.0,,3,100.0,8.02279825135812,3,100.0,4.098454017431259,3,0.0,,33,100.0,4.146352950350047,33,36.36363636363637,-0.22255336370389875,33,0.0,,173,58.38150289017341,-0.49048422711343825,173,87.28323699421965,-2.87267156170671,173,0.0,,,,
2025-03-13,1,100.0,24.30150997232745,1,100.0,17.22690264978315,1,0.0,,2,50.0,-0.26880544880635293,2,100.0,54.376527034999114,2,0.0,,10,90.0,3.219850833095971,10,80.0,4.935088710956542,10,0.0,,199,74.87437185929649,-1.322497187815897,199,89.44723618090453,-3.914871192951814,199,0.0,,,,
2025-03-12,2,100.0,58.10748454358354,2,100.0,54.47737346871231,2,0.0,,1,100.0,33.61862668927373,1,100.0,27.68442537803395,1,0.0,,1,100.0,26.055213410309584,1,100.0,21.839583770118274,1,0.0,,208,66.82692307692307,-0.9125647494750049,208,85.57692307692307,-2.9415423564665306,208,0.0,,,,
2025-03-11,2,100.0,55.81571527645915,2,100.0,50.96078868008993,2,0.0,,0,-,-,0,-,-,0,-,-,1,100.0,24.672951828997935,1,100.0,22.869560834722115,1,0.0,,209,58.85167464114832,-0.22434019415752038,209,87.5598086124402,-4.004625083886727,209,0.0,,,,
2025-03-10,2,100.0,49.63996551099772,2,100.0,46.87808803660752,2,0.0,,0,-,-,0,-,-,0,-,-,2,100.0,21.766077593070158,2,100.0,16.41102775778772,2,0.0,,208,61.057692307692314,-0.20815873397622137,208,80.28846153846155,-3.044737466043195,208,0.0,,,,
2025-03-07,1,100.0,61.5782749891199,1,100.0,59.47008547501724,1,0.0,,1,100.0,42.780302211100654,1,100.0,40.6051598992466,1,0.0,,4,100.0,14.937457761511785,4,100.0,20.256569649776818,4,0.0,,206,86.89320388349515,-3.0112194928402443,206,78.15533980582524,-3.247310340421447,206,0.0,,,,
2025-03-06,1,100.0,65.36152538310414,1,100.0,70.97059626119582,1,0.0,,1,100.0,44.55495639973706,1,100.0,42.15379850860113,1,0.0,,1,100.0,23.21433649615323,1,100.0,32.3765716395213,1,0.0,,209,81.81818181818183,-2.522602787517451,209,70.33492822966507,-2.364615856751259,209,0.0,,,,
2025-03-05,1,100.0,17.638920384058032,1,100.0,37.5215022676062,1,0.0,,1,100.0,10.411820754943179,1,100.0,9.17679883212621,1,0.0,,15,100.0,2.7308765660497083,15,93.33333333333333,6.229445871748551,15,0.0,,195,88.71794871794872,-2.5745312190462695,195,74.87179487179488,-2.3220703654783352,195,0.0,,,,
2025-03-04,4,100.0,6.758920536732654,4,100.0,10.888551521084983,4,0.0,,15,100.0,2.080268621683733,15,93.33333333333333,5.280495510752601,15,0.0,,94,4.25531914893617,-2.394357826277367,94,34.04255319148936,-0.6643639289285034,94,0.0,,99,100.0,-6.376296824570111,99,98.98989898989899,-5.3238457891244835,99,0.0,,,,
2025-02-28,4,100.0,7.779816776842291,4,0.0,,4,0.0,,29,86.20689655172413,1.348253893375573,29,0.0,,29,0.0,,109,1.834862385321101,-2.1777189562769954,109,0.0,,109,0.0,,70,100.0,-6.274066760191116,70,0.0,,70,0.0,,,,
2025-02-27,3,100.0,12.070186861877517,3,0.0,,3,0.0,,10,100.0,6.463861145046326,10,0.0,,10,0.0,,77,85.71428571428571,1.2692141713786242,77,0.0,,77,0.0,,122,89.34426229508196,-1.9296279329850212,122,0.0,,122,0.0,,,,
2025-02-26,1,100.0,19.444444444444443,1,0.0,,1,0.0,,10,100.0,8.771609197097444,10,0.0,,10,0.0,,97,84.5360824742268,1.8339196252073249,97,0.0,,97,0.0,,104,86.53846153846155,-2.392199199335493,104,0.0,,104,0.0,,,,
2025-02-25,5,100.0,13.500577243150525,5,0.0,,5,0.0,,13,100.0,7.0927149348903775,13,0.0,,13,0.0,,72,90.27777777777779,2.2680894732317074,72,0.0,,72,0.0,,122,72.1311475409836,-1.6789715687284459,122,0.0,,122,0.0,,,,
2025-02-24,4,100.0,11.457034388483912,4,0.0,,4,0.0,,12,100.0,8.633793935765068,12,0.0,,12,0.0,,56,100.0,3.64451224771408,56,0.0,,56,0.0,,140,39.285714285714285,-0.05840723662080326,140,0.0,,140,0.0,,,,
2025-02-21,9,0.0,,9,0.0,,9,0.0,,24,0.0,,24,0.0,,24,0.0,,90,0.0,,90,0.0,,90,0.0,,89,0.0,,89,0.0,,89,0.0,,,,
2025-02-20,12,0.0,,12,0.0,,12,0.0,,40,0.0,,40,0.0,,40,0.0,,36,0.0,,36,0.0,,36,0.0,,124,0.0,,124,0.0,,124,0.0,,,,
2025-02-19,125,0.0,,125,0.0,,125,0.0,,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,87,0.0,,87,0.0,,87,0.0,,,,
2025-02-18,2,0.0,,2,0.0,,2,0.0,,7,0.0,,7,0.0,,7,0.0,,57,0.0,,57,0.0,,57,0.0,,146,0.0,,146,0.0,,146,0.0,,,,
